date,close,airline,ticker,daily_return_pct,normalised_price,volatility_30d,year,month,year_month
2021-01-25,5.566916465759277,Cathay Pacific,0293.HK,-2.1644926597412018,51.08301235084324,1.533347676471708,2021,1,2021-01
2021-01-26,5.402699947357178,Cathay Pacific,0293.HK,-2.94986496406322,49.57613246691761,1.4798816056046238,2021,1,2021-01
2021-01-27,5.4109110832214355,Cathay Pacific,0293.HK,0.15198208200095653,49.65147930521639,1.4338458573723138,2021,1,2021-01
2021-01-28,4.885419845581055,Cathay Pacific,0293.HK,-9.711696044495433,44.82947855349823,2.2003769164816323,2021,1,2021-01
2021-01-29,4.910052299499512,Cathay Pacific,0293.HK,0.5042034195021694,45.05551031730995,2.202547229441696,2021,1,2021-01
2021-02-01,4.983949661254883,Cathay Pacific,0293.HK,1.5050218866895504,45.73360560874513,2.227481676777155,2021,2,2021-02
2021-02-02,5.008581638336182,Cathay Pacific,0293.HK,0.49422604069995213,45.959632997014566,2.2339128610212096,2021,2,2021-02
2021-02-03,5.172798156738281,Cathay Pacific,0293.HK,3.278703039302977,47.46651288094018,2.291878498991106,2021,2,2021-02
2021-02-04,5.131743431091309,Cathay Pacific,0293.HK,-0.7936657183016727,47.08978744053091,2.280670168130451,2021,2,2021-02
2021-02-05,5.2138519287109375,Cathay Pacific,0293.HK,1.6000117449786133,47.84322957026487,2.3074353619285555,2021,2,2021-02
2021-02-08,5.3370137214660645,Cathay Pacific,0293.HK,2.362203500197535,48.97338401378121,2.3448418194416654,2021,2,2021-02
2021-02-09,5.369856834411621,Cathay Pacific,0293.HK,0.6153837081860569,49.27475824034941,2.3501062079470314,2021,2,2021-02
2021-02-10,5.295958995819092,Cathay Pacific,0293.HK,-1.3761603124867405,48.59665857337194,2.3563192984778523,2021,2,2021-02
2021-02-11,5.378067970275879,Cathay Pacific,0293.HK,1.5504080473736304,49.350105078648184,2.3667304527706112,2021,2,2021-02
2021-02-16,5.690077781677246,Cathay Pacific,0293.HK,5.80152227762496,52.213162418817284,2.615821679290934,2021,2,2021-02
2021-02-17,5.7311320304870605,Cathay Pacific,0293.HK,0.7215059333989027,52.58988348368426,2.6145424192947635,2021,2,2021-02
2021-02-18,5.739342212677002,Cathay Pacific,0293.HK,0.14325585497363402,52.665221570898446,2.6011649668185117,2021,2,2021-02
2021-02-19,5.722920894622803,Cathay Pacific,0293.HK,-0.2861184687319773,52.51453664538549,2.587077518701969,2021,2,2021-02
2021-02-22,5.887137413024902,Cathay Pacific,0293.HK,2.8694528794971808,54.021416529311104,2.640294405391682,2021,2,2021-02
2021-02-23,6.174514293670654,Cathay Pacific,0293.HK,4.881436604655254,56.658437730126174,2.7784715334729633,2021,2,2021-02
2021-02-24,6.084195137023926,Cathay Pacific,0293.HK,-1.4627734644539148,55.829653137635745,2.768089233158761,2021,2,2021-02
2021-02-25,6.059563636779785,Cathay Pacific,0293.HK,-0.4048440210974058,55.60363012490861,2.763737985758834,2021,2,2021-02
2021-02-26,5.911768913269043,Cathay Pacific,0293.HK,-2.4390324513414052,54.247439542038244,2.7949358388417043,2021,2,2021-02
2021-03-01,5.985665798187256,Cathay Pacific,0293.HK,1.2499961686991856,54.925530457931124,2.796555800645025,2021,3,2021-03
2021-03-02,6.075984954833984,Cathay Pacific,0293.HK,1.5089241479883775,55.75431505042157,2.7949217533093367,2021,3,2021-03
2021-03-03,6.084195137023926,Cathay Pacific,0293.HK,0.13512512376137042,55.829653137635745,2.794767440926471,2021,3,2021-03
2021-03-04,6.125249862670898,Cathay Pacific,0293.HK,0.674776609269867,56.20637857804501,2.784495655355358,2021,3,2021-03
2021-03-05,6.084195137023926,Cathay Pacific,0293.HK,-0.6702538927786827,55.829653137635745,2.7714444841518184,2021,3,2021-03
2021-03-08,5.74755334854126,Cathay Pacific,0293.HK,-5.533053771305141,52.740568409197216,2.9601007427231814,2021,3,2021-03
2021-03-09,5.829660892486572,Cathay Pacific,0293.HK,1.4285651470490768,53.49400178784658,2.913978891168535,2021,3,2021-03
2021-03-10,5.796817779541016,Cathay Pacific,0293.HK,-0.5633794752604837,53.19262756127837,2.8851613169735004,2021,3,2021-03
2021-03-11,6.067773818969727,Cathay Pacific,0293.HK,4.674220403908658,55.67896821212279,2.9356485433016197,2021,3,2021-03
2021-03-12,6.043141841888428,Cathay Pacific,0293.HK,-0.4059475157806913,55.45294082385336,2.939237801802406,2021,3,2021-03
2021-03-15,6.207357406616211,Cathay Pacific,0293.HK,2.717387230422297,56.95981195669438,2.260738712159684,2021,3,2021-03
2021-03-16,6.207357406616211,Cathay Pacific,0293.HK,0.0,56.95981195669438,2.2650837857475143,2021,3,2021-03
2021-03-17,6.330519676208496,Cathay Pacific,0293.HK,1.984133690465617,58.08997077575302,2.2718377260613383,2021,3,2021-03
2021-03-18,6.478313446044922,Cathay Pacific,0293.HK,2.334623023001847,59.44615260753879,2.2873871851355676,2021,3,2021-03
2021-03-19,6.256621837615967,Cathay Pacific,0293.HK,-3.4220574579376106,57.41187110877555,2.3713596489588222,2021,3,2021-03
2021-03-22,6.264832973480225,Cathay Pacific,0293.HK,0.13123912675832017,57.48721794707432,2.3577391457020047,2021,3,2021-03
2021-03-23,5.952822685241699,Cathay Pacific,0293.HK,-4.980344880051901,54.62415623136292,2.5673230839629757,2021,3,2021-03
2021-03-24,5.673655986785889,Cathay Pacific,0293.HK,-4.6896525096896235,52.06247311776203,2.7075447117516585,2021,3,2021-03
2021-03-25,5.821450233459473,Cathay Pacific,0293.HK,2.604920830903401,53.418659325090104,2.741222324419751,2021,3,2021-03
2021-03-26,5.911768913269043,Cathay Pacific,0293.HK,1.5514807511443296,54.247439542038244,2.7313692798381823,2021,3,2021-03
2021-03-29,5.919979572296143,Cathay Pacific,0293.HK,0.1388866707673575,54.322782004794725,2.7230765039952165,2021,3,2021-03
2021-03-30,6.010298728942871,Cathay Pacific,0293.HK,1.5256666943480157,55.151566597285154,2.5335554201035135,2021,3,2021-03
2021-03-31,5.952822685241699,Cathay Pacific,0293.HK,-0.9562926285908824,54.62415623136292,2.540473548974474,2021,3,2021-03
2021-04-01,5.944611549377441,Cathay Pacific,0293.HK,-0.13793684607160683,54.548809393064154,2.5410485325757906,2021,4,2021-04
2021-04-07,5.9364013671875,Cathay Pacific,0293.HK,-0.1381113319473548,54.473471305849976,2.540318900796733,2021,4,2021-04
2021-04-08,5.9364013671875,Cathay Pacific,0293.HK,0.0,54.473471305849976,2.4880160991363285,2021,4,2021-04
2021-04-09,5.829660892486572,Cathay Pacific,0293.HK,-1.798067012296678,53.49400178784658,2.3356880966223352,2021,4,2021-04
2021-04-12,5.796817779541016,Cathay Pacific,0293.HK,-0.5633794752604837,53.19262756127837,2.3241962843373307,2021,4,2021-04
2021-04-13,5.805028915405273,Cathay Pacific,0293.HK,0.14164902497431076,53.26797439957714,2.3241479699239598,2021,4,2021-04
2021-04-14,5.813239097595215,Cathay Pacific,0293.HK,0.14143223590417087,53.343312486791326,2.2826090581242604,2021,4,2021-04
2021-04-15,5.763974189758301,Cathay Pacific,0293.HK,-0.8474605466906371,52.89124895916788,2.274141492304051,2021,4,2021-04
2021-04-16,5.870715141296387,Cathay Pacific,0293.HK,1.85186380132909,53.87072285271356,2.283353375574894,2021,4,2021-04
2021-04-19,5.8542938232421875,Cathay Pacific,0293.HK,-0.2797158039347991,53.7200379272006,2.2832054102883848,2021,4,2021-04
2021-04-20,5.821450233459473,Cathay Pacific,0293.HK,-0.5610171059799218,53.418659325090104,2.2798377603382014,2021,4,2021-04
2021-04-21,5.698288440704346,Cathay Pacific,0293.HK,-2.11565482510252,52.28850488157376,2.3064596571063025,2021,4,2021-04
2021-04-22,5.74755334854126,Cathay Pacific,0293.HK,0.864556232095981,52.740568409197216,2.080290350850075,2021,4,2021-04
2021-04-23,5.665444850921631,Cathay Pacific,0293.HK,-1.4285817397496348,51.98712627946326,2.0790322227884594,2021,4,2021-04
2021-04-26,5.805028915405273,Cathay Pacific,0293.HK,2.4637794234452004,53.26797439957714,2.127369820162252,2021,4,2021-04
2021-04-27,5.829660892486572,Cathay Pacific,0293.HK,0.4243213503369647,53.49400178784658,1.9405131370006967,2021,4,2021-04
2021-04-28,5.7311320304870605,Cathay Pacific,0293.HK,-1.6901302462806744,52.58988348368426,1.9612074666673651,2021,4,2021-04
2021-04-29,5.690077781677246,Cathay Pacific,0293.HK,-0.7163375157198337,52.213162418817284,1.8863969132439922,2021,4,2021-04
2021-04-30,5.624390602111816,Cathay Pacific,0293.HK,-1.1544161975597378,51.61040521459629,1.892417553783457,2021,4,2021-04
2021-05-03,5.501229286193848,Cathay Pacific,0293.HK,-2.1897717393903005,50.480255146622234,1.8711984436505924,2021,5,2021-05
2021-05-04,5.575126647949219,Cathay Pacific,0293.HK,1.3432881618082648,51.15835043805742,1.8285993005347045,2021,5,2021-05
2021-05-05,5.476596832275391,Cathay Pacific,0293.HK,-1.7673108055773379,50.2542233828105,1.7605754423032227,2021,5,2021-05
2021-05-06,5.36164665222168,Cathay Pacific,0293.HK,-2.0989344947992428,49.19942015313523,1.7831003509818693,2021,5,2021-05
2021-05-07,5.345224380493164,Cathay Pacific,0293.HK,-0.30629157036505816,49.04872647653769,1.5697447409751497,2021,5,2021-05
2021-05-10,5.443753719329834,Cathay Pacific,0293.HK,1.8433153002190616,49.9528491562423,1.3891839588168535,2021,5,2021-05
2021-05-11,5.435542583465576,Cathay Pacific,0293.HK,-0.15083591741303914,49.87750231794353,1.2897612393412519,2021,5,2021-05
2021-05-12,5.271327018737793,Cathay Pacific,0293.HK,-3.021143928249448,48.3706311851025,1.3422740267962867,2021,5,2021-05
2021-05-13,5.254906177520752,Cathay Pacific,0293.HK,-0.31151247415822647,48.219950635131845,1.338868531194062,2021,5,2021-05
2021-05-14,5.271327018737793,Cathay Pacific,0293.HK,0.3124859067376917,48.3706311851025,1.2967407835433387,2021,5,2021-05
2021-05-17,5.246695041656494,Cathay Pacific,0293.HK,-0.46728228003575234,48.14460379683307,1.2929416415544375,2021,5,2021-05
2021-05-18,5.345224380493164,Cathay Pacific,0293.HK,1.8779314988652818,49.04872647653769,1.3583977183774627,2021,5,2021-05
2021-05-20,5.353435516357422,Cathay Pacific,0293.HK,0.15361629895693785,49.12407331483646,1.36096943590057,2021,5,2021-05
2021-05-21,5.394489288330078,Cathay Pacific,0293.HK,0.76686777765822,49.50079000416114,1.3746116801142454,2021,5,2021-05
2021-05-24,5.443753719329834,Cathay Pacific,0293.HK,0.913236237327042,49.9528491562423,1.362439053603503,2021,5,2021-05
2021-05-25,5.48480749130249,Cathay Pacific,0293.HK,0.7541445496860311,50.32956584556698,1.3721571457437085,2021,5,2021-05
2021-05-26,5.5587053298950195,Cathay Pacific,0293.HK,1.3473187292300182,51.00766551254446,1.3991461563167813,2021,5,2021-05
2021-05-27,5.575126647949219,Cathay Pacific,0293.HK,0.29541623596927025,51.15835043805742,1.400476814747857,2021,5,2021-05
2021-05-28,5.5587053298950195,Cathay Pacific,0293.HK,-0.2945460989705051,51.00766551254446,1.3943314738850132,2021,5,2021-05
2021-05-31,5.48480749130249,Cathay Pacific,0293.HK,-1.3294073746831447,50.32956584556698,1.3604331827101495,2021,5,2021-05
2021-06-01,5.460175514221191,Cathay Pacific,0293.HK,-0.449094651368509,50.103538457297546,1.3610519616139765,2021,6,2021-06
2021-06-02,5.575126647949219,Cathay Pacific,0293.HK,2.1052644448632307,51.15835043805742,1.4238286893239478,2021,6,2021-06
2021-06-03,5.583337783813477,Cathay Pacific,0293.HK,0.14728160242383215,51.233697276356196,1.3743171946307944,2021,6,2021-06
2021-06-04,5.575126647949219,Cathay Pacific,0293.HK,-0.14706500273120593,51.15835043805742,1.3632473770371238,2021,6,2021-06
2021-06-07,5.550494194030762,Cathay Pacific,0293.HK,-0.44182770139433725,50.93231867424569,1.3416315131880838,2021,6,2021-06
2021-06-08,5.640812397003174,Cathay Pacific,0293.HK,1.627210115264055,51.76109451565153,1.2952679768766246,2021,6,2021-06
2021-06-09,5.698288440704346,Cathay Pacific,0293.HK,1.0189320199995855,52.28850488157376,1.3078578013300728,2021,6,2021-06
2021-06-10,5.796817779541016,Cathay Pacific,0293.HK,1.7291040961150639,53.19262756127837,1.3105733031302642,2021,6,2021-06
2021-06-11,5.805028915405273,Cathay Pacific,0293.HK,0.14164902497431076,53.26797439957714,1.30269442516513,2021,6,2021-06
2021-06-15,5.739342212677002,Cathay Pacific,0293.HK,-1.1315482435230173,52.665221570898446,1.3019567616464285,2021,6,2021-06
2021-06-16,5.640812397003174,Cathay Pacific,0293.HK,-1.7167440452704907,51.76109451565153,1.2761837223881225,2021,6,2021-06
2021-06-17,5.649023056030273,Cathay Pacific,0293.HK,0.1455580942819834,51.83643697840801,1.2542165245201906,2021,6,2021-06
2021-06-18,5.690077781677246,Cathay Pacific,0293.HK,0.7267579763751808,52.213162418817284,1.2114274470834123,2021,6,2021-06
2021-06-21,5.821450233459473,Cathay Pacific,0293.HK,2.308798874512097,53.418659325090104,1.198410621743785,2021,6,2021-06
2021-06-22,5.690077781677246,Cathay Pacific,0293.HK,-2.2566962958327497,52.213162418817284,1.2814314210855537,2021,6,2021-06
2021-06-23,5.673655986785889,Cathay Pacific,0293.HK,-0.2886040493899289,52.06247311776203,1.246752167496071,2021,6,2021-06
2021-06-24,5.632602214813232,Cathay Pacific,0293.HK,-0.7235858513147675,51.685756428437344,1.255799081689629,2021,6,2021-06
2021-06-25,5.591547966003418,Cathay Pacific,0293.HK,-0.7288682432046278,51.30903536357037,1.120085125431677,2021,6,2021-06
2021-06-28,5.517651081085205,Cathay Pacific,0293.HK,-1.3215818833622772,50.630944447677486,1.1508377463194157,2021,6,2021-06
2021-06-29,5.419121742248535,Cathay Pacific,0293.HK,-1.7857116622403635,49.726821767972865,1.204340142992831,2021,6,2021-06
2021-06-30,5.3862786293029785,Cathay Pacific,0293.HK,-0.6060596994805545,49.42544754140466,1.2068550204068151,2021,6,2021-06
2021-07-02,5.378067970275879,Cathay Pacific,0293.HK,-0.152436581769666,49.350105078648184,1.15939610586337,2021,7,2021-07
2021-07-05,5.419121742248535,Cathay Pacific,0293.HK,0.7633553945312066,49.726821767972865,1.1670133112006804,2021,7,2021-07
2021-07-06,5.517651081085205,Cathay Pacific,0293.HK,1.8181790984416413,50.630944447677486,1.2045489505131255,2021,7,2021-07
2021-07-07,5.591547966003418,Cathay Pacific,0293.HK,1.3392815861723362,51.30903536357037,1.2171294728369269,2021,7,2021-07
2021-07-08,5.542283535003662,Cathay Pacific,0293.HK,-0.8810517463014422,50.85697621148921,1.2232608390507111,2021,7,2021-07
2021-07-09,5.501229286193848,Cathay Pacific,0293.HK,-0.7407460941059041,50.480255146622234,1.205705480803986,2021,7,2021-07
2021-07-12,5.460175514221191,Cathay Pacific,0293.HK,-0.7462654224517973,50.103538457297546,1.2110690822134098,2021,7,2021-07
2021-07-13,5.501229286193848,Cathay Pacific,0293.HK,0.7518764161652092,50.480255146622234,1.2191929036153055,2021,7,2021-07
2021-07-14,5.3862786293029785,Cathay Pacific,0293.HK,-2.0895449164308633,49.42544754140466,1.25456907325672,2021,7,2021-07
2021-07-15,5.419121742248535,Cathay Pacific,0293.HK,0.6097551798913692,49.726821767972865,1.2579256870059081,2021,7,2021-07
2021-07-16,5.451963901519775,Cathay Pacific,0293.HK,0.6060421011618189,50.02818724345649,1.1990895146717753,2021,7,2021-07
2021-07-19,5.378067970275879,Cathay Pacific,0293.HK,-1.3554002296914947,49.350105078648184,1.2209943121274993,2021,7,2021-07
2021-07-20,5.263116359710693,Cathay Pacific,0293.HK,-2.1374146106094893,48.29528872234602,1.2755096412688345,2021,7,2021-07
2021-07-21,5.230273246765137,Cathay Pacific,0293.HK,-0.6240240705482347,47.99391449577782,1.2772126082248103,2021,7,2021-07
2021-07-22,5.312381267547607,Cathay Pacific,0293.HK,1.5698610169794458,48.74735224996948,1.2744388723882405,2021,7,2021-07
2021-07-23,5.3370137214660645,Cathay Pacific,0293.HK,0.4636800839000754,48.97338401378121,1.2602001492866624,2021,7,2021-07
2021-07-26,5.20564079284668,Cathay Pacific,0293.HK,-2.461543767275476,47.7678827319661,1.2700191201359823,2021,7,2021-07
2021-07-27,5.230273246765137,Cathay Pacific,0293.HK,0.4731877380457217,47.99391449577782,1.2758746936776277,2021,7,2021-07
2021-07-28,5.20564079284668,Cathay Pacific,0293.HK,-0.4709592167807308,47.7678827319661,1.267397974687905,2021,7,2021-07
2021-07-29,5.222062587738037,Cathay Pacific,0293.HK,0.3154615453667686,47.91857203302135,1.244100782809567,2021,7,2021-07
2021-07-30,5.115322113037109,Cathay Pacific,0293.HK,-2.0440290193297517,46.93910251501796,1.2837336372819432,2021,7,2021-07
2021-08-02,5.164587497711182,Cathay Pacific,0293.HK,0.9630944754879245,47.391170418183705,1.2910972710693307,2021,8,2021-08
2021-08-03,5.19743013381958,Cathay Pacific,0293.HK,0.6359198314086711,47.692540269209616,1.2073009171816425,2021,8,2021-08
2021-08-04,5.123532295227051,Cathay Pacific,0293.HK,-1.4218149487316367,47.014440602232135,1.171403754847178,2021,8,2021-08
2021-08-05,5.0660576820373535,Cathay Pacific,0293.HK,-1.1217771232405305,46.487043362936795,1.1799316959013209,2021,8,2021-08
2021-08-06,5.0906901359558105,Cathay Pacific,0293.HK,0.486225295179632,46.71307512674852,1.1880799896873517,2021,8,2021-08
2021-08-09,5.172798156738281,Cathay Pacific,0293.HK,1.612905491979122,47.46651288094018,1.2368819578131522,2021,8,2021-08
2021-08-10,5.0906901359558105,Cathay Pacific,0293.HK,-1.5873037821031888,46.71307512674852,1.2457273110729497,2021,8,2021-08
2021-08-11,5.271327018737793,Cathay Pacific,0293.HK,3.5483770953988136,48.3706311851025,1.3925530962778083,2021,8,2021-08
2021-08-12,5.139955520629883,Cathay Pacific,0293.HK,-2.492190251921933,47.16514302991427,1.4580312882004829,2021,8,2021-08
2021-08-13,5.123532295227051,Cathay Pacific,0293.HK,-0.3195207689427493,47.014440602232135,1.4583772102467727,2021,8,2021-08
2021-08-16,5.19743013381958,Cathay Pacific,0293.HK,1.4423220999576936,47.692540269209616,1.478193334434977,2021,8,2021-08
2021-08-17,5.230273246765137,Cathay Pacific,0293.HK,0.631910619285625,47.99391449577782,1.4396859856219173,2021,8,2021-08
2021-08-18,5.222062587738037,Cathay Pacific,0293.HK,-0.15698336663725332,47.91857203302135,1.4113017393227891,2021,8,2021-08
2021-08-19,5.115322113037109,Cathay Pacific,0293.HK,-2.0440290193297517,46.93910251501796,1.4456959870572454,2021,8,2021-08
2021-08-20,5.0906901359558105,Cathay Pacific,0293.HK,-0.4815332551301288,46.71307512674852,1.4434765587627276,2021,8,2021-08
2021-08-23,5.049636363983154,Cathay Pacific,0293.HK,-0.8064480625660453,46.33635843742383,1.4442343499128847,2021,8,2021-08
2021-08-24,5.189219951629639,Cathay Pacific,0293.HK,2.7642304828536357,47.61720218199543,1.5361835732753062,2021,8,2021-08
2021-08-25,5.2138519287109375,Cathay Pacific,0293.HK,0.4746759110406007,47.84322957026487,1.4972924159867584,2021,8,2021-08
2021-08-26,5.246695041656494,Cathay Pacific,0293.HK,0.6299203236804773,48.14460379683307,1.4976253939306081,2021,8,2021-08
2021-08-27,5.2138519287109375,Cathay Pacific,0293.HK,-0.6259771662884273,47.84322957026487,1.4945736239389633,2021,8,2021-08
2021-08-30,5.328802585601807,Cathay Pacific,0293.HK,2.2047165600901364,48.898037175482436,1.5353573132197877,2021,8,2021-08
2021-08-31,5.36164665222168,Cathay Pacific,0293.HK,0.6163498476865481,49.19942015313523,1.4858785692761889,2021,8,2021-08
2021-09-01,5.435542583465576,Cathay Pacific,0293.HK,1.378232025291637,49.87750231794353,1.4984292236780112,2021,9,2021-09
2021-09-02,5.378067970275879,Cathay Pacific,0293.HK,-1.057385022877566,49.350105078648184,1.488675948674235,2021,9,2021-09
2021-09-03,5.394489288330078,Cathay Pacific,0293.HK,0.3053386112811918,49.50079000416114,1.4874449509140049,2021,9,2021-09
2021-09-06,5.369856834411621,Cathay Pacific,0293.HK,-0.45662253833267386,49.27475824034941,1.414111457210793,2021,9,2021-09
2021-09-07,5.394489288330078,Cathay Pacific,0293.HK,0.4587171442002935,49.50079000416114,1.4139868972044225,2021,9,2021-09
2021-09-08,5.566916465759277,Cathay Pacific,0293.HK,3.196357768328717,51.08301235084324,1.5165885949873938,2021,9,2021-09
2021-09-09,5.534072399139404,Cathay Pacific,0293.HK,-0.5899866976968093,50.78162937319044,1.5239234444309808,2021,9,2021-09
2021-09-10,5.5587053298950195,Cathay Pacific,0293.HK,0.4451139952460048,51.00766551254446,1.4638397710132995,2021,9,2021-09
2021-09-13,5.468386173248291,Cathay Pacific,0293.HK,-1.624823610652415,50.17888092005403,1.4985123764827277,2021,9,2021-09
2021-09-14,5.378067970275879,Cathay Pacific,0293.HK,-1.6516427353696184,49.350105078648184,1.5334389382117903,2021,9,2021-09
2021-09-15,5.36164665222168,Cathay Pacific,0293.HK,-0.3053386112811918,49.19942015313523,1.5079338580509312,2021,9,2021-09
2021-09-16,5.30417013168335,Cathay Pacific,0293.HK,-1.0719938158273434,48.67200541167071,1.5064985620442541,2021,9,2021-09
2021-09-17,5.30417013168335,Cathay Pacific,0293.HK,0.0,48.67200541167071,1.5055289267590222,2021,9,2021-09
2021-09-20,5.19743013381958,Cathay Pacific,0293.HK,-2.0123788493544126,47.692540269209616,1.5291926117919936,2021,9,2021-09
2021-09-21,5.353435516357422,Cathay Pacific,0293.HK,3.0015869097059555,49.12407331483646,1.5904248761287452,2021,9,2021-09
2021-09-23,5.378067970275879,Cathay Pacific,0293.HK,0.46012422944468057,49.350105078648184,1.459438808403787,2021,9,2021-09
2021-09-24,5.320591926574707,Cathay Pacific,0293.HK,-1.0687117384688527,48.822694712725955,1.394731477633188,2021,9,2021-09
2021-09-27,5.3370137214660645,Cathay Pacific,0293.HK,0.3086460137891045,48.97338401378121,1.3925485442725674,2021,9,2021-09
2021-09-28,5.3370137214660645,Cathay Pacific,0293.HK,0.0,48.97338401378121,1.3709620677428898,2021,9,2021-09
2021-09-29,5.320591926574707,Cathay Pacific,0293.HK,-0.30769632135865255,48.822694712725955,1.3690614655411708,2021,9,2021-09
2021-09-30,5.378067970275879,Cathay Pacific,0293.HK,1.080256567208182,49.350105078648184,1.3806959283609335,2021,9,2021-09
2021-10-04,5.665444850921631,Cathay Pacific,0293.HK,5.343496628046718,51.98712627946326,1.6215501947766136,2021,10,2021-10
2021-10-05,5.640812397003174,Cathay Pacific,0293.HK,-0.434784109043973,51.76109451565153,1.6207422470308845,2021,10,2021-10
2021-10-06,5.796817779541016,Cathay Pacific,0293.HK,2.765654511409088,53.19262756127837,1.6631230925948848,2021,10,2021-10
2021-10-07,5.772185325622559,Cathay Pacific,0293.HK,-0.424930623235964,52.96659579746665,1.6128638242395843,2021,10,2021-10
2021-10-08,5.796817779541016,Cathay Pacific,0293.HK,0.42674398912858624,53.19262756127837,1.6127781387204239,2021,10,2021-10
2021-10-11,5.895347595214844,Cathay Pacific,0293.HK,1.6997224929438781,54.09675461652529,1.6305374431969932,2021,10,2021-10
2021-10-12,5.911768913269043,Cathay Pacific,0293.HK,0.2785470710417126,54.247439542038244,1.6191975761763664,2021,10,2021-10
2021-10-15,6.092406272888184,Cathay Pacific,0293.HK,3.055555152260725,55.90499997593452,1.65829598823713,2021,10,2021-10
2021-10-18,6.043141841888428,Cathay Pacific,0293.HK,-0.8086202527068376,55.45294082385336,1.6740106025224377,2021,10,2021-10
2021-10-19,5.977455139160156,Cathay Pacific,0293.HK,-1.086962782719414,54.85018799517465,1.6854605530386868,2021,10,2021-10
2021-10-20,5.903558731079102,Cathay Pacific,0293.HK,-1.236251989528725,54.17210145482406,1.690848273491886,2021,10,2021-10
2021-10-21,5.870715141296387,Cathay Pacific,0293.HK,-0.5563354457678304,53.87072285271356,1.698492275512323,2021,10,2021-10
2021-10-22,6.010298728942871,Cathay Pacific,0293.HK,2.3776249449511067,55.151566597285154,1.7336398851546755,2021,10,2021-10
2021-10-25,5.862504482269287,Cathay Pacific,0293.HK,-2.4590166535628954,53.79538038995708,1.8098538018211698,2021,10,2021-10
2021-10-26,5.878925800323486,Cathay Pacific,0293.HK,0.28010755648655294,53.94606531547004,1.7248756516460426,2021,10,2021-10
2021-10-27,5.813239097595215,Cathay Pacific,0293.HK,-1.1173249154574627,53.343312486791326,1.7358153445599864,2021,10,2021-10
2021-10-28,5.887137413024902,Cathay Pacific,0293.HK,1.2712072252499818,54.021416529311104,1.7467081894531087,2021,10,2021-10
2021-10-29,5.887137413024902,Cathay Pacific,0293.HK,0.0,54.021416529311104,1.712841439340653,2021,10,2021-10
2021-11-01,5.813239097595215,Cathay Pacific,0293.HK,-1.2552503915772784,53.343312486791326,1.699057789927335,2021,11,2021-11
2021-11-02,5.895347595214844,Cathay Pacific,0293.HK,1.4124397128890687,54.09675461652529,1.7078020372008118,2021,11,2021-11
2021-11-03,5.895347595214844,Cathay Pacific,0293.HK,0.0,54.09675461652529,1.6885468194420232,2021,11,2021-11
2021-11-04,5.8460822105407715,Cathay Pacific,0293.HK,-0.8356654782164186,53.64468671335953,1.7016425712086691,2021,11,2021-11
2021-11-05,5.878925800323486,Cathay Pacific,0293.HK,0.561805130340054,53.94606531547004,1.6428939052615412,2021,11,2021-11
2021-11-08,6.158092498779297,Cathay Pacific,0293.HK,4.748600474604547,56.50774842907092,1.7639004300931642,2021,11,2021-11
2021-11-09,6.108828067779541,Cathay Pacific,0293.HK,-0.7999949823670471,56.05568927698976,1.7793905796852802,2021,11,2021-11
2021-11-10,6.059563636779785,Cathay Pacific,0293.HK,-0.806446514014636,55.60363012490861,1.772349789027484,2021,11,2021-11
2021-11-11,5.977455139160156,Cathay Pacific,0293.HK,-1.3550232746340707,54.85018799517465,1.8026729622914002,2021,11,2021-11
2021-11-12,6.0185089111328125,Cathay Pacific,0293.HK,0.6868102062983272,55.22690468449933,1.801858801471114,2021,11,2021-11
2021-11-15,5.985665798187256,Cathay Pacific,0293.HK,-0.5457018246629919,54.925530457931124,1.805678685531744,2021,11,2021-11
2021-11-16,5.993876934051514,Cathay Pacific,0293.HK,0.13717999201934283,55.0008772962299,1.8017922997178093,2021,11,2021-11
2021-11-17,5.9364013671875,Cathay Pacific,0293.HK,-0.9589046871732121,54.473471305849976,1.553053646613484,2021,11,2021-11
2021-11-18,5.895347595214844,Cathay Pacific,0293.HK,-0.6915599103452519,54.09675461652529,1.557188681172497,2021,11,2021-11
2021-11-19,5.829660892486572,Cathay Pacific,0293.HK,-1.1142125492581312,53.49400178784658,1.4930107846964158,2021,11,2021-11
2021-11-22,5.805028915405273,Cathay Pacific,0293.HK,-0.42252847181978304,53.26797439957714,1.492985638502728,2021,11,2021-11
2021-11-23,5.805028915405273,Cathay Pacific,0293.HK,0.0,53.26797439957714,1.4911025592404763,2021,11,2021-11
2021-11-24,5.805028915405273,Cathay Pacific,0293.HK,0.0,53.26797439957714,1.456791019097796,2021,11,2021-11
2021-11-25,5.788607120513916,Cathay Pacific,0293.HK,-0.28288911443279385,53.11728509852189,1.45614611482465,2021,11,2021-11
2021-11-26,5.550494194030762,Cathay Pacific,0293.HK,-4.113475340886752,50.93231867424569,1.5143070124419526,2021,11,2021-11
2021-11-29,5.353435516357422,Cathay Pacific,0293.HK,-3.550290672950618,49.12407331483646,1.624820357491877,2021,11,2021-11
2021-11-30,5.172798156738281,Cathay Pacific,0293.HK,-3.37423247309514,47.46651288094018,1.7100600441182685,2021,11,2021-11
2021-12-01,5.172798156738281,Cathay Pacific,0293.HK,0.0,47.46651288094018,1.7057647921490502,2021,12,2021-12
