airline,ticker,year,month,year_month,avg_close,avg_normalised,avg_daily_return,avg_volatility_30d,trading_days
Cathay Pacific,0293.HK,2020,7,2020-07,4.859172344207764,44.58862682793749,-0.9832527688993473,2.0421064710552472,22
Cathay Pacific,0293.HK,2020,8,2020-08,4.625802721296038,42.447185798089855,0.9629430104121042,3.104267606229275,21
Cathay Pacific,0293.HK,2020,9,2020-09,4.858548446135088,44.58290182862266,-0.7276872460687765,3.0453992602248916,22
Cathay Pacific,0293.HK,2020,10,2020-10,4.554251538382636,41.7906194596215,-0.06048250446048756,2.063298509625333,18
Cathay Pacific,0293.HK,2020,11,2020-11,5.332321757362003,48.93032971940627,1.6273203621426353,3.374791086919854,21
Cathay Pacific,0293.HK,2020,12,2020-12,6.092033126137474,55.901575915201356,-0.015697122656880988,3.509189031644724,22
Cathay Pacific,0293.HK,2021,1,2021-01,5.738931822776794,52.6614557604233,-0.8988832340140862,1.7300555300040688,20
Cathay Pacific,0293.HK,2021,2,2021-02,5.54958192507426,50.923947532580655,1.0589187267313962,2.4957506625675423,18
Cathay Pacific,0293.HK,2021,3,2021-03,6.0360017444776455,55.387422024269306,0.06256362987359582,2.649348848137737,23
Cathay Pacific,0293.HK,2021,4,2021-04,5.798114274677477,53.204524430483445,-0.2917477146583244,2.2226447421907825,19
Cathay Pacific,0293.HK,2021,5,2021-05,5.419121527671814,49.72681979897884,-0.11647079935921179,1.457297556054553,20
Cathay Pacific,0293.HK,2021,6,2021-06,5.625564257303874,51.62117488269536,-0.07842052763349953,1.2756555250047594,21
Cathay Pacific,0293.HK,2021,7,2021-07,5.36516489301409,49.231704154333634,-0.237749310220917,1.2365896291867138,21
Cathay Pacific,0293.HK,2021,8,2021-08,5.17727652463046,47.50760717861015,0.22513955859805615,1.388131060774461,22
Cathay Pacific,0293.HK,2021,9,2021-09,5.384323528834751,49.40750719292272,0.023228253489344337,1.4688556537874828,21
Cathay Pacific,0293.HK,2021,10,2021-10,5.872539705700344,53.88746537912932,0.5208018221941804,1.680646362306325,18
Cathay Pacific,0293.HK,2021,11,2021-11,5.844216585159302,53.62756740413515,-0.570879098603763,1.6507751149572056,22
Cathay Pacific,0293.HK,2021,12,2021-12,5.241096756675026,48.09323294142131,0.0762323638725395,1.8266023017424566,22
Cathay Pacific,0293.HK,2022,1,2022-01,5.294004712785993,48.578725725819645,0.07592340448119982,1.514222171515095,21
Cathay Pacific,0293.HK,2022,2,2022-02,5.746104184318991,52.727270621396755,0.43419330434741626,1.4508070768209975,17
Cathay Pacific,0293.HK,2022,3,2022-03,5.968530406122622,54.76829306271276,0.5025615354237197,2.6302432903688513,23
Cathay Pacific,0293.HK,2022,4,2022-04,6.278517564137776,57.61279017684922,0.1405371363359072,2.8892172228893522,18
Cathay Pacific,0293.HK,2022,5,2022-05,6.529630899429321,59.9170506569658,0.21670925056082976,1.9946543067447453,20
Cathay Pacific,0293.HK,2022,6,2022-06,6.557684353419712,60.174474123886725,0.24246456944241535,1.8071805332176927,21
Cathay Pacific,0293.HK,2022,7,2022-07,6.868326091766358,63.024977783184,-0.27146047353335256,1.9950554075487816,20
Cathay Pacific,0293.HK,2022,8,2022-08,6.954539319743281,63.81608564633218,0.03270094240948958,1.597052703721841,23
Cathay Pacific,0293.HK,2022,9,2022-09,6.99363831111363,64.1748649223213,0.08484529201424881,1.4048113679180712,21
Cathay Pacific,0293.HK,2022,10,2022-10,6.397847652435303,58.7077842210069,-0.7296981476013098,1.918225792616017,20
Cathay Pacific,0293.HK,2022,11,2022-11,6.2446791692213575,57.30228306648028,0.589001655041944,2.279753896901475,22
Cathay Pacific,0293.HK,2022,12,2022-12,6.909380006790161,63.40169578517138,0.29350426822228437,2.1777858551350815,20
Cathay Pacific,0293.HK,2023,1,2023-01,6.824079010221693,62.6189587191407,-0.477969463599213,1.7647470524204147,18
Cathay Pacific,0293.HK,2023,2,2023-02,6.351046228408814,58.27832605753575,-0.047520864323878365,1.30983377459368,20
Cathay Pacific,0293.HK,2023,3,2023-03,6.140957085982613,56.350510843611595,-0.0862099336099728,1.2216735254290831,23
Cathay Pacific,0293.HK,2023,4,2023-04,6.356117585126092,58.32486172578543,0.01927930056551054,1.3422816279816832,17
Cathay Pacific,0293.HK,2023,5,2023-05,6.095534324645996,55.93370353338167,-0.27147022515251046,0.9249469873244593,21
Cathay Pacific,0293.HK,2023,6,2023-06,6.33794793628511,58.15813380704204,0.5609142942694338,1.3597061493852458,21
