date,close,airline,ticker
2015-03-17,11.001080513000488,Cathay Pacific,0293.HK
2015-03-18,10.936518669128418,Cathay Pacific,0293.HK
2015-03-19,11.026904106140137,Cathay Pacific,0293.HK
2015-03-20,11.362618446350098,Cathay Pacific,0293.HK
2015-03-23,11.349705696105957,Cathay Pacific,0293.HK
2015-03-24,11.465914726257324,Cathay Pacific,0293.HK
2015-03-25,11.414266586303711,Cathay Pacific,0293.HK
2015-03-26,11.362618446350098,Cathay Pacific,0293.HK
2015-03-27,11.453001976013184,Cathay Pacific,0293.HK
2015-03-30,11.478825569152832,Cathay Pacific,0293.HK
2015-03-31,11.582122802734375,Cathay Pacific,0293.HK
2015-04-01,11.969484329223633,Cathay Pacific,0293.HK
2015-04-02,11.982397079467773,Cathay Pacific,0293.HK
2015-04-08,12.335976600646973,Cathay Pacific,0293.HK
2015-04-09,12.58479118347168,Cathay Pacific,0293.HK
2015-04-10,12.663366317749023,Cathay Pacific,0293.HK
2015-04-13,12.728841781616211,Cathay Pacific,0293.HK
2015-04-14,12.70265007019043,Cathay Pacific,0293.HK
2015-04-15,12.833605766296387,Cathay Pacific,0293.HK
2015-04-16,12.650267601013184,Cathay Pacific,0293.HK
2015-04-17,12.820511817932129,Cathay Pacific,0293.HK
2015-04-20,12.676459312438965,Cathay Pacific,0293.HK
2015-04-21,12.78122329711914,Cathay Pacific,0293.HK
2015-04-22,13.082419395446777,Cathay Pacific,0293.HK
2015-04-23,13.095518112182617,Cathay Pacific,0293.HK
2015-04-24,13.226471900939941,Cathay Pacific,0293.HK
2015-04-27,13.390164375305176,Cathay Pacific,0293.HK
2015-04-28,13.095518112182617,Cathay Pacific,0293.HK
2015-04-29,13.056229591369629,Cathay Pacific,0293.HK
2015-04-30,13.082419395446777,Cathay Pacific,0293.HK
2015-05-04,12.820511817932129,Cathay Pacific,0293.HK
2015-05-05,12.624076843261719,Cathay Pacific,0293.HK
2015-05-06,12.453835487365723,Cathay Pacific,0293.HK
2015-05-07,12.375263214111328,Cathay Pacific,0293.HK
2015-05-08,12.807414054870605,Cathay Pacific,0293.HK
2015-05-11,12.610981941223145,Cathay Pacific,0293.HK
2015-05-12,12.715746879577637,Cathay Pacific,0293.HK
2015-05-13,12.70265007019043,Cathay Pacific,0293.HK
2015-05-14,12.977657318115234,Cathay Pacific,0293.HK
2015-05-15,13.069326400756836,Cathay Pacific,0293.HK
2015-05-18,12.977657318115234,Cathay Pacific,0293.HK
2015-05-19,12.964560508728027,Cathay Pacific,0293.HK
2015-05-20,12.990753173828125,Cathay Pacific,0293.HK
2015-05-21,13.043135643005371,Cathay Pacific,0293.HK
2015-05-22,13.291948318481445,Cathay Pacific,0293.HK
2015-05-26,13.455643653869629,Cathay Pacific,0293.HK
2015-05-27,13.488382339477539,Cathay Pacific,0293.HK
2015-05-28,13.291948318481445,Cathay Pacific,0293.HK
2015-05-29,13.003846168518066,Cathay Pacific,0293.HK
2015-06-01,12.820511817932129,Cathay Pacific,0293.HK
2015-06-02,12.78122329711914,Cathay Pacific,0293.HK
2015-06-03,12.833605766296387,Cathay Pacific,0293.HK
2015-06-04,12.624076843261719,Cathay Pacific,0293.HK
2015-06-05,12.807414054870605,Cathay Pacific,0293.HK
2015-06-08,12.48002815246582,Cathay Pacific,0293.HK
2015-06-09,12.388357162475586,Cathay Pacific,0293.HK
2015-06-10,12.191926002502441,Cathay Pacific,0293.HK
2015-06-11,12.15263843536377,Cathay Pacific,0293.HK
2015-06-12,12.100257873535156,Cathay Pacific,0293.HK
2015-06-15,12.322880744934082,Cathay Pacific,0293.HK
2015-06-16,12.15263843536377,Cathay Pacific,0293.HK
2015-06-17,12.427645683288574,Cathay Pacific,0293.HK
2015-06-18,12.532410621643066,Cathay Pacific,0293.HK
2015-06-19,12.624076843261719,Cathay Pacific,0293.HK
2015-06-22,12.872894287109375,Cathay Pacific,0293.HK
2015-06-23,13.082419395446777,Cathay Pacific,0293.HK
2015-06-24,13.095518112182617,Cathay Pacific,0293.HK
2015-06-25,13.043135643005371,Cathay Pacific,0293.HK
2015-06-26,12.755033493041992,Cathay Pacific,0293.HK
2015-06-29,12.610981941223145,Cathay Pacific,0293.HK
2015-06-30,12.48002815246582,Cathay Pacific,0293.HK
2015-07-02,12.820511817932129,Cathay Pacific,0293.HK
2015-07-03,12.755033493041992,Cathay Pacific,0293.HK
2015-07-06,12.637174606323242,Cathay Pacific,0293.HK
2015-07-07,12.807414054870605,Cathay Pacific,0293.HK
2015-07-08,11.956207275390625,Cathay Pacific,0293.HK
2015-07-09,12.322880744934082,Cathay Pacific,0293.HK
2015-07-10,12.270496368408203,Cathay Pacific,0293.HK
2015-07-13,12.427645683288574,Cathay Pacific,0293.HK
2015-07-14,12.51931381225586,Cathay Pacific,0293.HK
2015-07-15,12.375263214111328,Cathay Pacific,0293.HK
2015-07-16,12.558598518371582,Cathay Pacific,0293.HK
2015-07-17,12.741937637329102,Cathay Pacific,0293.HK
2015-07-20,12.807414054870605,Cathay Pacific,0293.HK
2015-07-21,12.885988235473633,Cathay Pacific,0293.HK
2015-07-22,12.51931381225586,Cathay Pacific,0293.HK
2015-07-23,12.715746879577637,Cathay Pacific,0293.HK
2015-07-24,12.70265007019043,Cathay Pacific,0293.HK
2015-07-27,12.440739631652832,Cathay Pacific,0293.HK
2015-07-28,12.388357162475586,Cathay Pacific,0293.HK
2015-07-29,12.309785842895508,Cathay Pacific,0293.HK
2015-07-30,12.244306564331055,Cathay Pacific,0293.HK
2015-07-31,12.008589744567871,Cathay Pacific,0293.HK
2015-08-03,11.956207275390625,Cathay Pacific,0293.HK
2015-08-04,12.08716106414795,Cathay Pacific,0293.HK
2015-08-05,11.982397079467773,Cathay Pacific,0293.HK
2015-08-06,12.04787540435791,Cathay Pacific,0293.HK
2015-08-07,12.28359317779541,Cathay Pacific,0293.HK
2015-08-10,12.231210708618164,Cathay Pacific,0293.HK
2015-08-11,11.982397079467773,Cathay Pacific,0293.HK
2015-08-12,11.825251579284668,Cathay Pacific,0293.HK
2015-08-13,11.327621459960938,Cathay Pacific,0293.HK
2015-08-14,11.11809253692627,Cathay Pacific,0293.HK
2015-08-17,11.104998588562012,Cathay Pacific,0293.HK
2015-08-18,10.908564567565918,Cathay Pacific,0293.HK
2015-08-19,10.070453643798828,Cathay Pacific,0293.HK
2015-08-20,9.743064880371094,Cathay Pacific,0293.HK
2015-08-21,9.651394844055176,Cathay Pacific,0293.HK
2015-08-24,9.376388549804688,Cathay Pacific,0293.HK
2015-08-25,9.035905838012695,Cathay Pacific,0293.HK
2015-08-26,9.17995834350586,Cathay Pacific,0293.HK
2015-08-27,9.49424934387207,Cathay Pacific,0293.HK
2015-08-28,9.376388549804688,Cathay Pacific,0293.HK
2015-08-31,9.166861534118652,Cathay Pacific,0293.HK
2015-09-01,9.035905838012695,Cathay Pacific,0293.HK
2015-09-02,8.996617317199707,Cathay Pacific,0293.HK
2015-09-04,8.970428466796875,Cathay Pacific,0293.HK
2015-09-07,8.891855239868164,Cathay Pacific,0293.HK
2015-09-08,9.232338905334473,Cathay Pacific,0293.HK
2015-09-09,9.405777931213379,Cathay Pacific,0293.HK
2015-09-10,9.352413177490234,Cathay Pacific,0293.HK
2015-09-11,9.432461738586426,Cathay Pacific,0293.HK
2015-09-14,9.379095077514648,Cathay Pacific,0293.HK
2015-09-15,9.419118881225586,Cathay Pacific,0293.HK
2015-09-16,9.632584571838379,Cathay Pacific,0293.HK
2015-09-17,9.792683601379395,Cathay Pacific,0293.HK
2015-09-18,9.792683601379395,Cathay Pacific,0293.HK
2015-09-21,9.69929313659668,Cathay Pacific,0293.HK
2015-09-22,9.872732162475586,Cathay Pacific,0293.HK
2015-09-23,9.792683601379395,Cathay Pacific,0293.HK
2015-09-24,9.69929313659668,Cathay Pacific,0293.HK
2015-09-25,9.7393159866333,Cathay Pacific,0293.HK
2015-09-29,9.592558860778809,Cathay Pacific,0293.HK
2015-09-30,9.68595027923584,Cathay Pacific,0293.HK
2015-10-02,9.886072158813477,Cathay Pacific,0293.HK
2015-10-05,10.059514045715332,Cathay Pacific,0293.HK
2015-10-06,10.032830238342285,Cathay Pacific,0293.HK
2015-10-07,10.006148338317871,Cathay Pacific,0293.HK
2015-10-08,9.926097869873047,Cathay Pacific,0293.HK
2015-10-09,9.806025505065918,Cathay Pacific,0293.HK
2015-10-12,9.93943977355957,Cathay Pacific,0293.HK
2015-10-13,9.992806434631348,Cathay Pacific,0293.HK
2015-10-14,9.846050262451172,Cathay Pacific,0293.HK
2015-10-15,10.219612121582031,Cathay Pacific,0293.HK
2015-10-16,10.232954025268555,Cathay Pacific,0293.HK
2015-10-19,10.232954025268555,Cathay Pacific,0293.HK
2015-10-20,10.046170234680176,Cathay Pacific,0293.HK
2015-10-22,10.139564514160156,Cathay Pacific,0293.HK
2015-10-23,10.35302734375,Cathay Pacific,0293.HK
2015-10-26,10.206270217895508,Cathay Pacific,0293.HK
2015-10-27,10.259636878967285,Cathay Pacific,0293.HK
2015-10-28,10.339688301086426,Cathay Pacific,0293.HK
2015-10-29,10.219612121582031,Cathay Pacific,0293.HK
2015-10-30,10.299660682678223,Cathay Pacific,0293.HK
2015-11-02,10.086196899414062,Cathay Pacific,0293.HK
2015-11-03,10.366369247436523,Cathay Pacific,0293.HK
2015-11-04,10.232954025268555,Cathay Pacific,0293.HK
2015-11-05,10.286320686340332,Cathay Pacific,0293.HK
2015-11-06,10.219612121582031,Cathay Pacific,0293.HK
2015-11-09,10.152905464172363,Cathay Pacific,0293.HK
2015-11-10,9.859391212463379,Cathay Pacific,0293.HK
2015-11-11,9.832708358764648,Cathay Pacific,0293.HK
2015-11-12,10.046170234680176,Cathay Pacific,0293.HK
2015-11-13,9.992806434631348,Cathay Pacific,0293.HK
2015-11-16,9.725975036621094,Cathay Pacific,0293.HK
2015-11-17,9.792683601379395,Cathay Pacific,0293.HK
2015-11-18,9.75265884399414,Cathay Pacific,0293.HK
2015-11-19,9.926097869873047,Cathay Pacific,0293.HK
2015-11-20,10.152905464172363,Cathay Pacific,0293.HK
2015-11-23,10.032830238342285,Cathay Pacific,0293.HK
2015-11-24,9.912757873535156,Cathay Pacific,0293.HK
2015-11-25,9.725975036621094,Cathay Pacific,0293.HK
2015-11-26,9.485825538635254,Cathay Pacific,0293.HK
2015-11-27,9.098922729492188,Cathay Pacific,0293.HK
2015-11-30,9.125605583190918,Cathay Pacific,0293.HK
2015-12-01,8.925482749938965,Cathay Pacific,0293.HK
2015-12-02,8.952167510986328,Cathay Pacific,0293.HK
2015-12-03,8.898799896240234,Cathay Pacific,0293.HK
2015-12-04,8.752042770385742,Cathay Pacific,0293.HK
2015-12-07,8.898799896240234,Cathay Pacific,0293.HK
2015-12-08,8.698678970336914,Cathay Pacific,0293.HK
2015-12-09,8.858777046203613,Cathay Pacific,0293.HK
2015-12-10,8.752042770385742,Cathay Pacific,0293.HK
2015-12-11,8.752042770385742,Cathay Pacific,0293.HK
2015-12-14,8.658653259277344,Cathay Pacific,0293.HK
2015-12-15,8.498553276062012,Cathay Pacific,0293.HK
2015-12-16,8.618627548217773,Cathay Pacific,0293.HK
2015-12-17,8.712019920349121,Cathay Pacific,0293.HK
2015-12-18,8.698678970336914,Cathay Pacific,0293.HK
2015-12-21,8.80540943145752,Cathay Pacific,0293.HK
2015-12-22,8.898799896240234,Cathay Pacific,0293.HK
2015-12-23,9.005531311035156,Cathay Pacific,0293.HK
2015-12-24,8.965508460998535,Cathay Pacific,0293.HK
2015-12-28,8.858777046203613,Cathay Pacific,0293.HK
2015-12-29,8.912141799926758,Cathay Pacific,0293.HK
2015-12-30,8.952167510986328,Cathay Pacific,0293.HK
2015-12-31,8.952167510986328,Cathay Pacific,0293.HK
2016-01-04,8.765384674072266,Cathay Pacific,0293.HK
2016-01-05,8.83209228515625,Cathay Pacific,0293.HK
2016-01-06,8.778728485107422,Cathay Pacific,0293.HK
2016-01-07,8.658653259277344,Cathay Pacific,0293.HK
2016-01-08,8.698678970336914,Cathay Pacific,0293.HK
2016-01-11,8.618627548217773,Cathay Pacific,0293.HK
2016-01-12,8.511895179748535,Cathay Pacific,0293.HK
2016-01-13,8.511895179748535,Cathay Pacific,0293.HK
2016-01-14,8.658653259277344,Cathay Pacific,0293.HK
2016-01-15,8.511895179748535,Cathay Pacific,0293.HK
2016-01-18,8.258407592773438,Cathay Pacific,0293.HK
2016-01-19,8.36513900756836,Cathay Pacific,0293.HK
2016-01-20,8.044942855834961,Cathay Pacific,0293.HK
2016-01-21,8.338456153869629,Cathay Pacific,0293.HK
2016-01-22,8.258407592773438,Cathay Pacific,0293.HK
2016-01-25,8.271746635437012,Cathay Pacific,0293.HK
2016-01-26,8.258407592773438,Cathay Pacific,0293.HK
2016-01-27,8.124992370605469,Cathay Pacific,0293.HK
2016-01-28,8.031600952148438,Cathay Pacific,0293.HK
2016-01-29,8.124992370605469,Cathay Pacific,0293.HK
2016-02-01,8.044942855834961,Cathay Pacific,0293.HK
2016-02-02,7.95155143737793,Cathay Pacific,0293.HK
2016-02-03,7.87150239944458,Cathay Pacific,0293.HK
2016-02-04,7.804793834686279,Cathay Pacific,0293.HK
2016-02-05,7.631353855133057,Cathay Pacific,0293.HK
2016-02-11,7.431232929229736,Cathay Pacific,0293.HK
2016-02-12,7.577988147735596,Cathay Pacific,0293.HK
2016-02-15,7.7380852699279785,Cathay Pacific,0293.HK
2016-02-16,7.938210487365723,Cathay Pacific,0293.HK
2016-02-17,7.7380852699279785,Cathay Pacific,0293.HK
2016-02-18,8.071626663208008,Cathay Pacific,0293.HK
2016-02-19,8.058283805847168,Cathay Pacific,0293.HK
2016-02-22,8.231722831726074,Cathay Pacific,0293.HK
2016-02-23,8.298432350158691,Cathay Pacific,0293.HK
2016-02-24,8.271746635437012,Cathay Pacific,0293.HK
2016-02-25,8.138334274291992,Cathay Pacific,0293.HK
2016-02-26,8.551920890808105,Cathay Pacific,0293.HK
2016-02-29,8.271746635437012,Cathay Pacific,0293.HK
2016-03-01,8.538580894470215,Cathay Pacific,0293.HK
2016-03-02,8.885459899902344,Cathay Pacific,0293.HK
2016-03-03,8.992192268371582,Cathay Pacific,0293.HK
2016-03-04,9.112263679504395,Cathay Pacific,0293.HK
2016-03-07,9.018876075744629,Cathay Pacific,0293.HK
2016-03-08,8.925482749938965,Cathay Pacific,0293.HK
2016-03-09,9.365753173828125,Cathay Pacific,0293.HK
2016-03-10,8.992192268371582,Cathay Pacific,0293.HK
2016-03-11,9.21899700164795,Cathay Pacific,0293.HK
2016-03-14,9.232338905334473,Cathay Pacific,0293.HK
2016-03-15,9.138948440551758,Cathay Pacific,0293.HK
2016-03-16,9.125605583190918,Cathay Pacific,0293.HK
2016-03-17,9.205655097961426,Cathay Pacific,0293.HK
2016-03-18,9.259020805358887,Cathay Pacific,0293.HK
2016-03-21,9.072239875793457,Cathay Pacific,0293.HK
2016-03-22,8.80540943145752,Cathay Pacific,0293.HK
2016-03-23,8.738703727722168,Cathay Pacific,0293.HK
2016-03-24,8.658653259277344,Cathay Pacific,0293.HK
2016-03-29,8.645312309265137,Cathay Pacific,0293.HK
2016-03-30,8.898799896240234,Cathay Pacific,0293.HK
2016-03-31,8.952167510986328,Cathay Pacific,0293.HK
2016-04-01,8.80540943145752,Cathay Pacific,0293.HK
2016-04-05,8.765384674072266,Cathay Pacific,0293.HK
2016-04-06,8.7994384765625,Cathay Pacific,0293.HK
2016-04-07,8.663226127624512,Cathay Pacific,0293.HK
2016-04-08,8.70408821105957,Cathay Pacific,0293.HK
2016-04-11,8.731332778930664,Cathay Pacific,0293.HK
2016-04-12,8.70408821105957,Cathay Pacific,0293.HK
2016-04-13,8.976516723632812,Cathay Pacific,0293.HK
2016-04-14,9.044625282287598,Cathay Pacific,0293.HK
2016-04-15,9.01738166809082,Cathay Pacific,0293.HK
2016-04-18,8.990138053894043,Cathay Pacific,0293.HK
2016-04-19,9.085489273071289,Cathay Pacific,0293.HK
2016-04-20,9.031002044677734,Cathay Pacific,0293.HK
2016-04-21,9.12635326385498,Cathay Pacific,0293.HK
2016-04-22,9.058246612548828,Cathay Pacific,0293.HK
2016-04-25,8.976516723632812,Cathay Pacific,0293.HK
2016-04-26,8.826682090759277,Cathay Pacific,0293.HK
2016-04-27,8.731332778930664,Cathay Pacific,0293.HK
2016-04-28,8.309067726135254,Cathay Pacific,0293.HK
2016-04-29,8.445280075073242,Cathay Pacific,0293.HK
2016-05-03,8.322688102722168,Cathay Pacific,0293.HK
2016-05-04,8.363554000854492,Cathay Pacific,0293.HK
2016-05-05,8.363554000854492,Cathay Pacific,0293.HK
2016-05-06,8.322688102722168,Cathay Pacific,0293.HK
2016-05-09,8.240962028503418,Cathay Pacific,0293.HK
2016-05-10,8.363554000854492,Cathay Pacific,0293.HK
2016-05-11,8.281824111938477,Cathay Pacific,0293.HK
2016-05-12,8.322688102722168,Cathay Pacific,0293.HK
2016-05-13,8.254581451416016,Cathay Pacific,0293.HK
2016-05-16,8.336309432983398,Cathay Pacific,0293.HK
2016-05-17,8.322688102722168,Cathay Pacific,0293.HK
2016-05-18,8.172852516174316,Cathay Pacific,0293.HK
2016-05-19,8.077503204345703,Cathay Pacific,0293.HK
2016-05-20,8.254581451416016,Cathay Pacific,0293.HK
2016-05-23,8.213717460632324,Cathay Pacific,0293.HK
2016-05-24,8.336309432983398,Cathay Pacific,0293.HK
2016-05-25,8.363554000854492,Cathay Pacific,0293.HK
2016-05-26,8.431660652160645,Cathay Pacific,0293.HK
2016-05-27,8.377174377441406,Cathay Pacific,0293.HK
2016-05-30,8.254581451416016,Cathay Pacific,0293.HK
2016-05-31,8.281824111938477,Cathay Pacific,0293.HK
2016-06-01,8.336309432983398,Cathay Pacific,0293.HK
2016-06-02,8.349930763244629,Cathay Pacific,0293.HK
2016-06-03,8.363554000854492,Cathay Pacific,0293.HK
2016-06-06,8.281824111938477,Cathay Pacific,0293.HK
2016-06-07,8.390796661376953,Cathay Pacific,0293.HK
2016-06-08,8.363554000854492,Cathay Pacific,0293.HK
2016-06-10,8.227338790893555,Cathay Pacific,0293.HK
2016-06-13,8.10474681854248,Cathay Pacific,0293.HK
2016-06-14,8.159231185913086,Cathay Pacific,0293.HK
2016-06-15,8.091124534606934,Cathay Pacific,0293.HK
2016-06-16,7.83231782913208,Cathay Pacific,0293.HK
2016-06-17,7.968530654907227,Cathay Pacific,0293.HK
2016-06-20,8.023016929626465,Cathay Pacific,0293.HK
2016-06-21,8.10474681854248,Cathay Pacific,0293.HK
2016-06-22,8.131989479064941,Cathay Pacific,0293.HK
2016-06-23,8.186474800109863,Cathay Pacific,0293.HK
2016-06-24,7.88680362701416,Cathay Pacific,0293.HK
2016-06-27,7.5598907470703125,Cathay Pacific,0293.HK
2016-06-28,7.3691887855529785,Cathay Pacific,0293.HK
2016-06-29,7.5598907470703125,Cathay Pacific,0293.HK
2016-06-30,7.709723949432373,Cathay Pacific,0293.HK
2016-07-04,7.805072784423828,Cathay Pacific,0293.HK
2016-07-05,7.72334623336792,Cathay Pacific,0293.HK
2016-07-06,7.750589370727539,Cathay Pacific,0293.HK
2016-07-07,7.682480812072754,Cathay Pacific,0293.HK
2016-07-08,7.668859481811523,Cathay Pacific,0293.HK
2016-07-11,7.83231782913208,Cathay Pacific,0293.HK
2016-07-12,8.009397506713867,Cathay Pacific,0293.HK
2016-07-13,8.172852516174316,Cathay Pacific,0293.HK
2016-07-14,8.309067726135254,Cathay Pacific,0293.HK
2016-07-15,8.390796661376953,Cathay Pacific,0293.HK
2016-07-18,8.554253578186035,Cathay Pacific,0293.HK
2016-07-19,8.309067726135254,Cathay Pacific,0293.HK
2016-07-20,8.377174377441406,Cathay Pacific,0293.HK
2016-07-21,8.418039321899414,Cathay Pacific,0293.HK
2016-07-22,8.322688102722168,Cathay Pacific,0293.HK
2016-07-25,8.363554000854492,Cathay Pacific,0293.HK
2016-07-26,8.458902359008789,Cathay Pacific,0293.HK
2016-07-27,8.458902359008789,Cathay Pacific,0293.HK
2016-07-28,8.486145973205566,Cathay Pacific,0293.HK
2016-07-29,8.581496238708496,Cathay Pacific,0293.HK
2016-08-01,8.649602890014648,Cathay Pacific,0293.HK
2016-08-02,8.649602890014648,Cathay Pacific,0293.HK
2016-08-03,8.349930763244629,Cathay Pacific,0293.HK
2016-08-04,8.418039321899414,Cathay Pacific,0293.HK
2016-08-05,8.567875862121582,Cathay Pacific,0293.HK
2016-08-08,8.81305980682373,Cathay Pacific,0293.HK
2016-08-09,8.717710494995117,Cathay Pacific,0293.HK
2016-08-10,8.608738899230957,Cathay Pacific,0293.HK
2016-08-11,8.540630340576172,Cathay Pacific,0293.HK
2016-08-12,8.649602890014648,Cathay Pacific,0293.HK
2016-08-15,8.717710494995117,Cathay Pacific,0293.HK
2016-08-16,8.758575439453125,Cathay Pacific,0293.HK
2016-08-17,8.118366241455078,Cathay Pacific,0293.HK
2016-08-18,7.72334623336792,Cathay Pacific,0293.HK
2016-08-19,7.573510646820068,Cathay Pacific,0293.HK
2016-08-22,7.573510646820068,Cathay Pacific,0293.HK
2016-08-23,7.668859481811523,Cathay Pacific,0293.HK
2016-08-24,7.587132453918457,Cathay Pacific,0293.HK
2016-08-25,7.709723949432373,Cathay Pacific,0293.HK
2016-08-26,7.641617298126221,Cathay Pacific,0293.HK
2016-08-29,7.600751876831055,Cathay Pacific,0293.HK
2016-08-30,7.573510646820068,Cathay Pacific,0293.HK
2016-08-31,7.600751876831055,Cathay Pacific,0293.HK
2016-09-01,7.641617298126221,Cathay Pacific,0293.HK
2016-09-02,7.682480812072754,Cathay Pacific,0293.HK
2016-09-05,7.791452407836914,Cathay Pacific,0293.HK
2016-09-06,7.791452407836914,Cathay Pacific,0293.HK
2016-09-07,7.7572503089904785,Cathay Pacific,0293.HK
2016-09-08,7.825656890869141,Cathay Pacific,0293.HK
2016-09-09,7.798293590545654,Cathay Pacific,0293.HK
2016-09-12,7.743568420410156,Cathay Pacific,0293.HK
2016-09-13,7.593076705932617,Cathay Pacific,0293.HK
2016-09-14,7.634119033813477,Cathay Pacific,0293.HK
2016-09-15,7.634119033813477,Cathay Pacific,0293.HK
2016-09-19,7.688844203948975,Cathay Pacific,0293.HK
2016-09-20,7.647800922393799,Cathay Pacific,0293.HK
2016-09-21,7.620439529418945,Cathay Pacific,0293.HK
2016-09-22,7.593076705932617,Cathay Pacific,0293.HK
2016-09-23,7.565714359283447,Cathay Pacific,0293.HK
2016-09-26,7.483627796173096,Cathay Pacific,0293.HK
2016-09-27,7.510989189147949,Cathay Pacific,0293.HK
2016-09-28,7.469945907592773,Cathay Pacific,0293.HK
2016-09-29,7.469945907592773,Cathay Pacific,0293.HK
2016-09-30,7.387858867645264,Cathay Pacific,0293.HK
2016-10-03,7.4289021492004395,Cathay Pacific,0293.HK
2016-10-04,7.442583084106445,Cathay Pacific,0293.HK
2016-10-05,7.401538848876953,Cathay Pacific,0293.HK
2016-10-06,7.442583084106445,Cathay Pacific,0293.HK
2016-10-07,7.442583084106445,Cathay Pacific,0293.HK
2016-10-11,7.346813678741455,Cathay Pacific,0293.HK
2016-10-12,7.360495567321777,Cathay Pacific,0293.HK
2016-10-13,7.0184645652771,Cathay Pacific,0293.HK
2016-10-14,7.032146453857422,Cathay Pacific,0293.HK
2016-10-17,7.073190212249756,Cathay Pacific,0293.HK
2016-10-18,7.141596794128418,Cathay Pacific,0293.HK
2016-10-19,7.18264102935791,Cathay Pacific,0293.HK
2016-10-20,7.168957233428955,Cathay Pacific,0293.HK
2016-10-21,7.168957233428955,Cathay Pacific,0293.HK
2016-10-24,7.210000991821289,Cathay Pacific,0293.HK
2016-10-25,7.18264102935791,Cathay Pacific,0293.HK
2016-10-26,7.11423397064209,Cathay Pacific,0293.HK
2016-10-27,6.977420806884766,Cathay Pacific,0293.HK
2016-10-28,6.881653308868408,Cathay Pacific,0293.HK
2016-10-31,6.991102695465088,Cathay Pacific,0293.HK
2016-11-01,7.0868706703186035,Cathay Pacific,0293.HK
2016-11-02,6.991102695465088,Cathay Pacific,0293.HK
2016-11-03,6.991102695465088,Cathay Pacific,0293.HK
2016-11-04,7.045827388763428,Cathay Pacific,0293.HK
2016-11-07,7.1963210105896,Cathay Pacific,0293.HK
2016-11-08,7.168957233428955,Cathay Pacific,0293.HK
2016-11-09,7.11423397064209,Cathay Pacific,0293.HK
2016-11-10,7.1963210105896,Cathay Pacific,0293.HK
2016-11-11,7.155277252197266,Cathay Pacific,0293.HK
2016-11-14,7.127915382385254,Cathay Pacific,0293.HK
2016-11-15,7.18264102935791,Cathay Pacific,0293.HK
2016-11-16,7.1963210105896,Cathay Pacific,0293.HK
2016-11-17,7.1963210105896,Cathay Pacific,0293.HK
